wk,day,date,time,result,home,away,attendance,venue,referee,match_report,season,mean_points_home,mean_score_home,mean_points_away,mean_score_away,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,max_h,max_d,max_a,avg_h,avg_d,avg_a,bet,wager_h,wager_d,wager_a,wager_total,profit,cum_profit
9,Sat,2020-11-28,15:30 (08:30),D,Augsburg,Freiburg,NA,WWK Arena,Robert Schröder,Match Report,2020,1.5,1.25,1,1,2.37,3.5,2.9,2.4,3.4,2.95,2.4,3.4,2.85,2.48,3.5,3,2.4,3.3,2.9,2.4,3.5,2.8,2.5,3.71,3.05,2.42,3.43,2.91,1,0.40103843632046215,0.27024153390866723,0.3287200297708706,1,0.002596090801155526,1.1571079365466561
12,Sun,2020-11-29,15:00 (08:00),H,Monaco,Nîmes,NA,Stade Louis II.,Antony Gautier,Match Report,2020,2.5,2.75,1.75,0.5,1.33,4.75,9,1.42,4.75,7.5,1.37,5.25,7.75,1.36,5.65,8.91,1.38,4.8,8,1.36,4.8,8,1.43,5.75,9,1.37,5.16,7.83,1,0.7104369015341319,0.17668256855544498,0.11288052991042316,1,0.015924769193808475,1.1730327057404646
13,Fri,2020-12-04,21:00 (14:00),A,Nîmes,Marseille,NA,Stade des Costières,Willy Delajod,Match Report,2020,0.25,0.5,2.5,1,5.25,3.8,1.66,5,3.7,1.72,5.25,3.65,1.7,5.34,3.88,1.72,5,3.6,1.73,5.25,3.7,1.67,5.5,4,1.78,5.08,3.79,1.7,1,0.18298637882292468,0.25160627088152143,0.5654073502955538,0.9999999999999999,0.006425083526085729,1.1794577892665503
10,Sun,2020-12-06,12:30 (05:30),D,Hellas Verona,Cagliari,NA,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,Match Report,2020,1.75,1,0.75,1.75,1.95,3.6,3.75,1.95,3.75,3.7,2,3.6,3.5,1.95,3.83,3.66,2.05,3.6,3.6,1.95,3.4,3.75,2.1,3.9,3.85,1.98,3.7,3.64,1,0.47986577181208045,0.25838926174496646,0.26174496644295303,1,0.007718120805369155,1.1871759100719195
12,Sun,2020-12-06,18:30 (11:30),D,Villarreal,Elche,NA,Estadio de la Cerámica,Santiago Jaime,Match Report,2020,2.5,2,1.75,1.25,1.3,5.5,9.5,1.33,5.25,9.25,1.35,5,8.75,1.35,5.41,8.85,1.33,5,9.5,1.3,5.25,9,1.38,5.75,9.95,1.34,5.27,8.96,1,0.7253243913106867,0.1740778539145648,0.10059775477474853,1,9.47660008747464e-4,1.188123570080667
13,Sun,2020-12-06,13:00 (06:00),H,Lille,Monaco,NA,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,2020,2.5,2.75,0.75,1,2.3,3.75,2.87,2.35,3.5,2.95,2.35,3.4,3,2.43,3.66,2.97,2.3,3.4,3,2.3,3.5,2.88,2.58,3.75,3.04,2.36,3.54,2.9,1,0.39421540759798324,0.2712202004274125,0.33456439197460425,1,0.01707575160279684,1.2051993216834638
10,Mon,2020-12-07,20:45 (13:45),D,Fiorentina,Genoa,NA,Stadio Artemio Franchi,Daniele Doveri,Match Report,2020,1.5,1.25,0.5,0.25,1.72,4,4.5,1.78,3.8,4.5,1.75,3.5,4.4,1.84,3.79,4.6,1.78,3.7,4.6,1.75,3.5,4.75,1.86,4,4.75,1.8,3.72,4.47,1,0.5386250885896527,0.25046066619418855,0.21091424521615876,1,0.0018426647767542104,1.207041986460218
11,Fri,2020-12-11,20:45 (13:45),H,Sassuolo,Benevento,NA,Stadio Città del Tricolore,Simone Sozza,Match Report,2020,1.25,1.75,1,1,1.65,4.2,4.75,1.7,4.2,4.5,1.65,4.3,4.7,1.72,4.27,4.78,1.67,4.2,4.75,1.65,4,5,1.74,4.45,5,1.69,4.19,4.62,1,0.5750394128136873,0.22484687152714963,0.20011371565916317,1.0000000000000002,5.685782958160246e-4,1.207610564756034
11,Sat,2020-12-12,15:30 (08:30),D,M'Gladbach,Hertha BSC,NA,Stadion im Borussia-Park,Robert Hartmann,Match Report,2020,2,1.75,1,1.75,1.9,4,3.6,1.95,3.6,3.8,1.9,3.8,3.7,1.93,3.81,4.1,1.88,3.75,3.8,1.93,3.8,3.6,1.98,4.08,4.1,1.92,3.77,3.81,1,0.5080730400553997,0.24656485767394395,0.24536210227065644,1,0.005984619309691297,1.2135951840657253
12,Wed,2020-12-16,20:45 (13:45),D,Spezia,Bologna,NA,Stadio Dino Manuzzi,Piero Giacomelli,Match Report,2020,0.5,1,0.75,1,3.1,3.5,2.2,3.25,3.5,2.2,3.15,3.55,2.2,3.27,3.64,2.26,3.25,3.5,2.2,3.2,3.5,2.2,3.4,3.84,2.29,3.19,3.55,2.2,1,0.2967242100716706,0.2627245610009583,0.4405512289273711,1,0.008862314243679892,1.2224574983094052
15,Wed,2020-12-16,21:00 (14:00),H,Rennes,Marseille,NA,Roazhon Park,Clément Turpin,Match Report,2020,0.75,0.75,2.5,1.25,2.4,3.4,2.87,2.55,3.2,2.9,2.5,3,2.95,2.55,3.34,3.03,2.5,3.2,2.88,2.5,3.2,2.9,2.6,3.44,3.08,2.5,3.24,2.92,1,0.3846198524713946,0.29070105128651913,0.3246790962420863,1,1.161642562585996e-5,1.222469114735031
12,Thu,2020-12-17,20:45 (13:45),H,Roma,Torino,NA,Stadio Olimpico,Rosario Abisso,Match Report,2020,2.5,2.5,1,2,1.4,5,6.5,1.44,4.75,7,1.43,5.2,6.4,1.44,5.28,7.14,1.42,4.8,7.5,1.36,4.8,7.5,1.47,5.38,7.5,1.42,5.01,6.75,1,0.6806266825901262,0.18597048762220916,0.1334028297876647,1,5.212234074853939e-4,1.2229903381425165
13,Sat,2020-12-19,15:30 (08:30),A,Mainz 05,Werder Bremen,NA,Opel Arena,Guido Winkmann,Match Report,2020,0.5,1.25,0.5,1.25,2.37,3.5,2.9,2.5,3.2,3,2.45,3.25,2.9,2.53,3.33,3.06,2.45,3.2,3,2.4,3.4,2.88,2.56,3.63,3.06,2.47,3.3,2.94,1,0.3934164948891769,0.2774507512166096,0.32913275389421337,0.9999999999999999,0.007146226916292964,1.2301365650588094
13,Sat,2020-12-19,20:45 (13:45),A,Parma,Juventus,NA,Stadio Ennio Tardini,Giampaolo Calvarese,Match Report,2020,1,0.5,2,2.25,8.5,5.25,1.33,8.25,5.25,1.36,8,5.1,1.37,8.77,5.24,1.39,9,4.8,1.36,10,5,1.33,10,5.5,1.41,8.31,5.06,1.37,1,0.1009043003057706,0.18346236419231018,0.7156333355019192,1,0.009043003057706,1.2391795681165154
14,Sat,2020-12-19,16:15 (09:15),D,Barcelona,Valencia,NA,Camp Nou,Alejandro Hernández,Match Report,2020,3,3,0.5,1,1.3,6,8.5,1.3,6,8.75,1.33,6,8.25,1.33,5.94,9.43,1.3,5.8,9.5,1.29,6,9,1.35,6.5,9.8,1.31,5.86,8.76,1,0.7432471851117205,0.15436672306166502,0.10238609182661455,1,0.0033836999008225455,1.242563268017338
16,Sat,2020-12-19,21:00 (14:00),A,Nice,Lyon,NA,Stade de Nice,Antony Gautier,Match Report,2020,0.25,0.75,2.5,1.5,6.5,4,1.55,5,4.4,1.6,5.5,4,1.6,5.98,4.38,1.59,5.8,4,1.57,6,4.2,1.53,6.5,4.5,1.64,5.5,4.21,1.58,1,0.1560583632903362,0.22541763586381897,0.6185240008458448,1,0.01437936138718543,1.2569426294045234
14,Sat,2020-12-19,17:30 (11:30),H,Everton,Arsenal,NA,Goodison Park,Andre Marriner,Match Report,2020,1,1,1,0.25,2.45,3.5,2.8,2.25,3.5,3.1,2.4,3.4,2.9,2.5,3.47,2.99,2.45,3.4,2.9,2.38,3.4,3,2.53,3.6,3.1,2.42,3.44,2.93,1,0.39699761659136995,0.27900110277115714,0.32400128063747285,1,0.004403969976165989,1.2613465993806894
13,Sun,2020-12-20,15:00 (08:00),H,Benevento,Genoa,NA,Stadio Ciro Vigorito,Antonio Giua,Match Report,2020,0.5,0.75,0.75,0.5,2.3,3.4,3.1,2.25,3.4,3.25,2.3,3.35,3.15,2.33,3.47,3.28,2.35,3.3,3.1,2.25,3.2,3.2,2.4,3.6,3.29,2.3,3.37,3.15,1,0.41733615221987314,0.27822410147991544,0.3044397463002114,1,0.0016067653276954363,1.2629533647083848
14,Tue,2020-12-22,18:30 (11:30),H,Crotone,Parma,NA,Stadio Ezio Scida,Fabio Maresca,Match Report,2020,0.75,1.25,1.25,1.5,2.62,3.4,2.62,2.7,3.4,2.6,2.7,3.25,2.65,2.75,3.4,2.74,2.8,3.2,2.6,2.75,3.13,2.7,2.92,3.44,2.77,2.73,3.3,2.65,1,0.34447256163690265,0.29240112790109174,0.36312631046200566,1,0.005859879979755789,1.2688132446881406
15,Tue,2020-12-22,17:30 (10:30),A,Valencia,Sevilla,NA,Estadio de Mestalla,Valentín Pizarro,Match Report,2020,1.25,2,1.5,0.75,3.75,3.4,2,3.6,3.5,2.05,3.7,3.3,2.05,3.91,3.44,2.1,3.7,3.3,2.1,3.7,3.4,2.05,3.91,3.58,2.2,3.73,3.37,2.08,1,0.25843456119281527,0.2822567414144994,0.4593086973926853,1,0.010479134263907675,1.2792923789520483
15,Wed,2020-12-23,22:00 (15:00),H,Alavés,Eibar,NA,Estadio de Mendizorroza,Carlos del Cerro,Match Report,2020,0.75,0.75,2,1.25,2.75,2.87,2.9,2.8,2.85,2.9,2.75,2.75,2.9,2.82,3.01,2.98,2.75,3,2.8,2.75,2.9,2.9,2.85,3.15,3.02,2.76,2.93,2.9,1,0.3510655964572377,0.31763077774702464,0.33130362579573763,1,5.369499031275815e-4,1.2798293288551759
15,Sat,2020-12-26,20:00 (14:00),H,Manchester City,Newcastle Utd,NA,Etihad Stadium,Andre Marriner,Match Report,2020,2,2.25,1,1.25,1.11,10,19,1.12,9,23,1.12,8.75,20,1.14,9.55,22.92,1.11,9,23,1.1,10,23,1.15,10.25,32,1.12,9.31,23.28,1,0.8709795200318651,0.09771965346698973,0.03130082650114515,1,0.0016264480366448009,1.2814557768918207
15,Sun,2020-12-27,12:00 (06:00),H,Leeds United,Burnley,NA,Elland Road,Robert Jones,Match Report,2020,1,1.75,1.25,0.25,1.72,4,4.33,1.72,4,4.5,1.75,3.75,4.4,1.76,4.09,4.71,1.73,4,4.5,1.73,4,4.6,1.82,4.28,4.85,1.75,3.98,4.5,1,0.5554039374334441,0.236176440684315,0.2084196218822409,1,0.010835166128868146,1.2922909430206888
16,Tue,2020-12-29,21:30 (14:30),H,Levante,Betis,NA,Estadio Ciudad de Valencia,Javier Estrada,Match Report,2020,2,1.75,0.75,1,2.4,3.4,2.9,2.4,3.3,3,2.45,3.3,2.9,2.52,3.51,2.94,2.45,3.3,3,2.45,3.5,2.8,2.53,3.6,3.09,2.43,3.42,2.93,1,0.39658178162333285,0.2787088631963978,0.3247093551802693,1,0.0033519075070320703,1.2956428505277209
16,Thu,2020-12-31,14:00 (07:00),A,Athletic Club,Real Sociedad,NA,San Mamés,José Sánchez,Match Report,2020,2.25,2,1,0.75,3,3.2,2.5,2.9,3.1,2.5,2.95,2.9,2.55,3.06,3.22,2.6,3,3.1,2.55,2.88,3.1,2.5,3.15,3.32,2.64,2.97,3.13,2.55,1,0.31827094862521244,0.3019739422197046,0.379755109155083,1,0.002553488169419138,1.29819633869714
17,Sun,2021-01-10,12:30 (05:30),D,Roma,Inter,NA,Stadio Olimpico,Marco Di Bello,Match Report,2021,3,1,0,1,2.87,3.6,2.37,2.95,3.5,2.35,2.9,3.45,2.4,3.06,3.56,2.41,2.9,3.6,2.35,2.9,3.5,2.3,3.12,3.86,2.51,2.94,3.53,2.37,1,0.32772722660081854,0.2648986909312316,0.4073740824679498,0.9999999999999999,0.022508946994553858,1.3207052856916939
16,Sun,2021-01-17,18:00 (11:00),H,Eint Frankfurt,Schalke 04,NA,Commerzbank-Arena,Manuel Gräfe,Match Report,2021,3,2,0,0,1.5,4.33,6.5,1.53,4.4,6,1.53,4.55,5.6,1.53,4.49,6.65,1.5,4.4,6,1.5,4.5,5.75,1.55,4.84,6.8,1.52,4.47,6.1,1,0.6459159241668956,0.2068532401774149,0.14723083565568945,1,0.0011696824586882038,1.321874968150382
18,Sun,2021-01-17,15:00 (08:00),D,Sassuolo,Parma,NA,Stadio Città del Tricolore,Ivan Pezzuto,Match Report,2021,3,2,0,0,1.66,4.3,4.5,1.72,4,4.6,1.67,4.15,4.7,1.68,4.37,5.02,1.67,4.2,4.8,1.65,3.8,5,1.72,4.38,5.27,1.67,4.18,4.75,1,0.5817099539825507,0.22843404585616145,0.1898560001612879,1,5.411208499870312e-4,1.322416089000369
20,Sun,2021-01-17,15:00 (08:00),H,Strasbourg,Saint-Étienne,NA,Stade de la Meinau,Antony Gautier,Match Report,2021,3,5,0,1,1.95,3.3,4.2,2,3.4,3.9,1.97,3.45,3.9,2.01,3.54,4.11,2,3.25,4,1.95,3.3,3.9,2.1,3.6,4.34,2,3.38,3.93,1,0.48374512353706106,0.28218465539661897,0.2340702210663199,1,0.01586475942782828,1.3382808484281974
19,Thu,2021-01-21,21:30 (14:30),A,Eibar,Atlético Madrid,NA,Estadio Municipal de Ipurúa,Mario Melero,Match Report,2021,3,2,3,2,6.5,3.4,1.66,6.75,3.3,1.67,5.8,3.4,1.7,6.37,3.48,1.72,6,3.4,1.7,5.75,3.4,1.67,6.75,3.59,1.76,5.99,3.42,1.7,1,0.14891034599784592,0.279984633839961,0.5711050201621931,1,0.005144835485459964,1.3434256839136574
18,Thu,2021-01-21,20:00 (14:00),A,Liverpool,Burnley,NA,Anfield,Mike Dean,Match Report,2021,1,0,0,0,1.18,7.5,15,1.17,7.5,15.5,1.21,6.6,13.5,1.21,7.24,15.81,1.18,7,17,1.18,7,17,1.23,8,17.75,1.2,7.05,14.89,1,0.8176308857188098,0.12571074867926701,0.056658365601923166,1,0.005685989434136118,1.3491116733477935
19,Sat,2021-01-23,20:45 (13:45),H,Fiorentina,Crotone,NA,Stadio Artemio Franchi,Marco Piccinini,Match Report,2021,2,0.5,0,1.5,1.61,4,5.25,1.67,3.9,5.25,1.65,3.9,5.25,1.67,4.02,5.62,1.65,3.8,5.5,1.62,3.75,5.75,1.71,4.12,5.82,1.66,3.9,5.31,1,0.5851844259294511,0.24287994377168962,0.17193563029885928,1,6.653683393613719e-4,1.3497770416871548
20,Sat,2021-01-23,16:15 (09:15),H,Sevilla,Cádiz,NA,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,Match Report,2021,3,3,1,1,1.45,4.2,8,1.45,4.1,8.25,1.5,4,7.25,1.51,4.08,8.57,1.47,4.2,8,1.45,4,8,1.53,4.4,8.57,1.48,4.08,7.88,1,0.6551976383138062,0.22783008786820985,0.11697227381798404,1.0000000000000002,0.00245238662012337,1.3522294283072782
20,Sat,2021-01-23,21:00 (14:00),A,Alavés,Real Madrid,NA,Estadio de Mendizorroza,Alejandro Hernández,Match Report,2021,0,1,1,0,5.5,4.33,1.55,6,4.2,1.55,5.5,4.2,1.6,6.22,4.2,1.6,5.8,4.2,1.57,5.5,4.2,1.57,6.5,4.53,1.62,5.79,4.17,1.57,1,0.1551055087754895,0.22255757329816372,0.6223369179263468,1,0.008185807040681947,1.3604152353479602
19,Sun,2021-01-24,12:30 (05:30),H,Juventus,Bologna,NA,Allianz Stadium,Juan Sacchi,Match Report,2021,3,3.5,0.5,0,1.4,5,7,1.4,5,7.25,1.4,4.9,7.75,1.43,5.01,8,1.4,4.8,8,1.36,4.75,8,1.46,5.3,8.4,1.41,4.9,7.47,1,0.689997210253867,0.19007470320200862,0.11992808654412448,1,0.007395926970645839,1.367811162318606
20,Sun,2021-01-24,21:00 (14:00),H,Atlético Madrid,Valencia,NA,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,2021,3,2,3,1,1.4,4.75,8,1.4,4.6,8.25,1.45,4.4,7.5,1.43,4.75,8.6,1.4,4.75,8,1.4,4.33,8,1.45,5.15,9,1.42,4.61,8,1,0.6931618499270947,0.1951620742513179,0.11167607582158746,1.0000000000000002,0.0050846823942873876,1.3728958447128934
21,Sun,2021-01-24,15:00 (08:00),D,Dijon,Strasbourg,NA,Stade Gaston Gérard,Jérôme Brisard,Match Report,2021,1,0,3,1,3.75,3.5,2,3.6,3.5,2.05,3.8,3.4,2.05,3.77,3.68,2.06,3.6,3.4,2.05,3.8,3.25,2,3.86,3.72,2.12,3.68,3.47,2.03,1,0.25917551793038174,0.2689294352718477,0.4718950467977705,1,4.1749921127354206e-4,1.373313343924167
20,Wed,2021-01-27,18:00 (12:00),D,Chelsea,Wolves,NA,Stamford Bridge,Andy Madley,Match Report,2021,0,1,1,3,1.6,4.2,5.25,1.6,4.1,5.5,1.63,3.95,5.5,1.63,4.26,5.68,1.6,4,5.8,1.6,3.9,6,1.69,4.3,6,1.62,4.08,5.53,1,0.5971254657810077,0.2346841946906751,0.16819033952831716,1,0.009142037169902917,1.3824553810940698
20,Wed,2021-01-27,19:30 (13:30),D,Brighton,Fulham,NA,The American Express Community Stadium,Craig Pawson,Match Report,2021,1,3,1,1,2.05,3.4,3.75,2.1,3.4,3.6,2.05,3.3,3.85,2.07,3.47,3.96,2.05,3.3,3.8,2.05,3.3,3.8,2.14,3.56,4,2.06,3.38,3.82,1,0.46813770612523997,0.2814086210977566,0.25045367277700337,0.9999999999999999,0.0018146911080134664,1.3842700722020833
19,Sat,2021-01-30,15:30 (08:30),H,Bayern Munich,Hoffenheim,NA,Allianz Arena,Benjamin Cortus,Match Report,2021,3,3.5,1.5,1.5,1.2,8,11,1.25,6.75,10,1.25,7,9,1.24,7.13,11.48,1.22,7,10,1.22,7,9.5,1.27,8,11.5,1.24,7.03,10.22,1,0.7879073352460069,0.1250802894703036,0.08701237528368946,0.9999999999999999,6.423157624286802e-4,1.384912387964512
19,Sat,2021-01-30,15:30 (08:30),D,Union Berlin,M'Gladbach,NA,Stadion An der Alten Försterei,Bastian Dankert,Match Report,2021,2,1.5,2,1.5,3.2,3.4,2.25,3.25,3.4,2.25,3.3,3.35,2.25,3.47,3.41,2.27,3.2,3.4,2.2,3.1,3.5,2.2,3.47,3.75,2.35,3.28,3.38,2.24,1,0.2939508664253907,0.2720025350656282,0.43404659850898114,1,0.02000950649610589,1.4049218944606179
20,Sun,2021-01-31,15:00 (08:00),A,Atalanta,Lazio,NA,Stadio Atleti Azzurri d'Italia,Daniele Chiffi,Match Report,2021,2.3333333333333335,2.6666666666666665,2,1.5,1.7,4.2,4.33,1.78,4,4.25,1.73,4.2,4.3,1.78,4.24,4.46,1.73,4,4.5,1.7,4,4.33,1.81,4.3,4.66,1.74,4.12,4.34,1,0.5526870331755646,0.23264268140645858,0.2146702854179768,1,3.6353004777200937e-4,1.40528542450839
20,Sun,2021-01-31,15:00 (08:00),A,Crotone,Genoa,NA,Stadio Ezio Scida,Piero Giacomelli,Match Report,2021,1.5,2.5,0.5,0.5,2.9,3.3,2.45,2.95,3.2,2.45,3,3.2,2.5,3.08,3.29,2.54,2.9,3.25,2.5,2.9,3.1,2.5,3.1,3.54,2.64,2.96,3.22,2.49,1,0.3278743737633141,0.2871216267418853,0.3850039994948007,1,0.016410558666273944,1.4216959831746638
22,Tue,2021-02-02,18:00 (12:00),H,Sheffield Utd,West Brom,NA,Bramall Lane,Paul Tierney,Match Report,2021,1.5,1,1.5,2,2,3.3,4,1.95,3.3,4.2,2.1,3.2,3.85,2.11,3.33,4.03,1.95,3.3,4.2,2.05,3.2,4,2.14,3.48,4.3,2.05,3.3,3.99,1,0.47334657674642233,0.29108094087279995,0.23557248238077766,1,0.012961674237343956,1.4346576574120078
21,Sat,2021-02-06,20:45 (13:45),H,Genoa,Napoli,NA,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,2021,2.3333333333333335,1.3333333333333333,2,2.3333333333333335,5,3.9,1.66,5.5,4,1.62,5.25,3.95,1.65,5.49,3.94,1.7,5.5,3.7,1.67,5.5,3.75,1.65,5.75,4.09,1.72,5.26,3.88,1.67,1,0.17394658562940288,0.2445459333420701,0.5815074810285271,1,1.9286736906654056e-4,1.4348505247810743
23,Sat,2021-02-13,16:15 (09:15),H,Sevilla,Huesca,NA,Estadio Ramón Sánchez Pizjuán,David Medié,Match Report,2021,3,3,1.5,1.5,1.5,3.9,7.5,1.53,3.8,7.75,1.55,3.9,6.75,1.55,4.02,7.57,1.53,3.9,7,1.5,4,7,1.6,4.14,7.75,1.54,3.92,6.94,1,0.6277759298753645,0.24261871686004424,0.12960535326459136,1,0.004441487800583177,1.4392920125816575
25,Sat,2021-02-13,17:00 (10:00),H,Paris S-G,Nice,NA,Parc des Princes,Jérémie Pignard,Match Report,2021,3,3.3333333333333335,1,0.75,1.16,8,13,1.19,7.5,13.5,1.22,6.75,12,1.2,7.12,12.37,1.18,7,15,1.18,7.5,13,1.23,8,16.5,1.2,7.17,12.48,1,0.8141363678416135,0.12517346655564807,0.06069016560273846,1,0.0013877324451845308,1.440679745026842
24,Sat,2021-02-13,12:30 (06:30),H,Leicester City,Liverpool,NA,King Power Stadium,Anthony Taylor,Match Report,2021,2,1.6666666666666667,2,2,3.5,3.4,2.1,3.6,3.5,2.05,3.4,3.45,2.15,3.5,3.53,2.2,3.4,3.4,2.15,3.5,3.5,2.1,3.6,3.66,2.24,3.45,3.49,2.14,1,0.27849339638023807,0.27392793086580797,0.44757867275395397,1,0.002576226968857176,1.4432559719956992
22,Sun,2021-02-14,12:30 (05:30),H,Roma,Udinese,NA,Stadio Olimpico,Piero Giacomelli,Match Report,2021,2.5,2.5,1,1.25,1.72,3.8,4.75,1.7,3.8,5,1.73,3.9,4.7,1.73,4,5.1,1.7,3.9,4.8,1.67,3.7,5,1.77,4.18,5.18,1.72,3.85,4.81,1,0.5665260756261185,0.2398926205402464,0.19358130383363512,1,0.00275115385822966,1.4460071258539289
24,Sun,2021-02-14,12:00 (06:00),A,Southampton,Wolves,NA,St. Mary's Stadium,Graham Scott,Match Report,2021,1,0.6666666666666666,0.6666666666666666,1,2.37,3.2,3.1,2.45,3.2,3,2.4,3.2,3.1,2.44,3.28,3.25,2.45,3.1,3.1,2.45,3.13,3.1,2.56,3.36,3.28,2.42,3.21,3.12,1,0.39333028780264967,0.2996802192782092,0.3069894929191411,1,0.006925536774782914,1.4529326626287118
23,Mon,2021-02-15,21:00 (14:00),A,Cádiz,Athletic Club,NA,Estadio Nuevo Mirandilla,Alejandro Hernández,Match Report,2021,1.3333333333333333,2.3333333333333335,0,1,4,3.1,2.05,3.9,3,2.15,3.85,3.15,2.1,4.03,3.31,2.12,3.75,3.1,2.15,3.9,3.1,2.1,4.1,3.31,2.21,3.86,3.15,2.11,1,0.24426739150034565,0.3025668595623616,0.4531657489372928,1,0.0014963051514169656,1.4544289677801288
24,Mon,2021-02-15,20:00 (14:00),H,Chelsea,Newcastle Utd,NA,Stamford Bridge,Peter Bankes,Match Report,2021,1.3333333333333333,1,0.75,0.5,1.22,6.5,12,1.22,6.75,12,1.25,6.25,13,1.26,6.85,11.46,1.25,6,12,1.29,5.5,11.5,1.29,6.9,13.75,1.24,6.36,11.97,1,0.7807774444814773,0.14597143527262404,0.07325112024589861,1,0.007202903381105852,1.4616318711612346
24,Fri,2021-02-19,21:00 (14:00),H,Betis,Getafe,NA,Estadio Benito Villamarín,Javier Estrada,Match Report,2021,1.75,1.5,0.75,1,2.05,3.1,4.1,2.05,3,4.33,2.05,3.1,4.2,2.05,3.26,4.38,2,3.1,4.33,2,3.25,4,2.12,3.26,4.54,2.04,3.14,4.22,1,0.47230696570122926,0.30714440714313074,0.2205486271556401,1,0.0012907672866060427,1.4629226384478407
24,Mon,2021-02-22,21:00 (14:00),A,Osasuna,Sevilla,NA,Estadio El Sadar,Alberola Rojas,Match Report,2021,2.3333333333333335,1.6666666666666667,1.75,1.25,4,3.3,2,4.5,3.3,1.9,4.3,3.25,1.95,4.63,3.26,2,4.4,3.25,1.95,4.1,3.3,1.95,4.7,3.5,2.02,4.3,3.26,1.96,1,0.21415157206033805,0.2875749681953111,0.49827345974435083,1,0.006512388683588721,1.4694350271314294
24,Sun,2021-02-28,12:30 (05:30),A,Sampdoria,Atalanta,NA,Stadio Comunale Luigi Ferraris,Livio Marinelli,Match Report,2021,2.25,1.5,2.5,2.25,5,4,1.61,5,4,1.67,4.8,4.1,1.67,5.31,4.08,1.69,5.25,3.8,1.67,5,3.9,1.65,5.4,4.5,1.72,5.02,4.04,1.66,1,0.18728222996515678,0.22473867595818817,0.587979094076655,1,0.011324041811846763,1.4807590689432761
24,Sun,2021-02-28,15:00 (08:00),A,Crotone,Cagliari,NA,Stadio Ezio Scida,Michael Fabbri,Match Report,2021,0.75,1.5,0,0,3.3,3.6,2.1,3.3,3.7,2.1,3.25,3.6,2.15,3.31,3.74,2.21,3.3,3.5,2.15,3.5,3.3,2.1,3.5,3.76,2.38,3.27,3.61,2.14,1,0.29399319289853737,0.27366387636831935,0.4323429307331432,1,0.028976175144880933,1.509735244088157
26,Sun,2021-02-28,14:00 (08:00),H,Tottenham,Burnley,NA,Tottenham Hotspur Stadium,Kevin Friend,Match Report,2021,1,1,1.5,1,1.53,4,6.5,1.55,3.9,6.75,1.55,4.1,6.25,1.56,4.1,7.22,1.55,3.9,7,1.53,4.1,6.5,1.6,4.35,7.22,1.55,4.04,6.66,1,0.6291592379655041,0.2314148921252429,0.13942586990925301,1,0.006654780744806521,1.5163900248329636
25,Wed,2021-03-03,18:30 (11:30),D,Sassuolo,Napoli,NA,Stadio Città del Tricolore,Valerio Marini,Match Report,2021,1.25,1.25,0.75,1.5,3.6,3.5,2.05,3.6,3.5,2.05,3.45,3.6,2.1,3.66,3.51,2.15,3.6,3.4,2.1,3.5,3.5,2.05,3.81,3.72,2.19,3.56,3.49,2.08,1,0.2656804907399254,0.2721082445481494,0.4622112647119251,0.9999999999999999,0.012242669719115806,1.5286326945520794
29,Wed,2021-03-03,18:00 (12:00),H,Sheffield Utd,Aston Villa,NA,Bramall Lane,Robert Jones,Match Report,2021,0.75,1,1.75,1,3.75,3.4,2.05,3.8,3.5,2,3.75,3.35,2.05,3.77,3.58,2.09,3.75,3.4,2.05,3.9,3.3,2.05,3.9,3.6,2.15,3.73,3.44,2.07,1,0.25658876181004475,0.27797115862754845,0.4654400795624068,1,6.961710591744108e-4,1.5293288656112538
26,Fri,2021-03-05,21:00 (14:00),H,Valencia,Villarreal,NA,Estadio de Mestalla,Javier Estrada,Match Report,2021,2,1.25,1.5,1.75,4,3.4,1.95,3.9,3.4,2,3.95,3.4,1.97,4.18,3.48,2.01,3.7,3.4,2.05,4,3.5,1.95,4.28,3.53,2.11,4,3.42,1.99,1,0.23579897111199047,0.2858979026513653,0.47830312623664434,1,0.009219596359319349,1.5385484619705732
24,Sat,2021-03-06,15:30 (08:30),A,Freiburg,RB Leipzig,NA,Schwarzwald-Stadion,Guido Winkmann,Match Report,2021,1.75,1.5,1.75,2.5,5,4,1.66,5,4,1.67,5,4,1.65,5.33,4.11,1.68,5,3.9,1.65,4.8,4,1.67,5.5,4.18,1.74,5.04,3.98,1.67,1,0.18259140616370262,0.24025185021539822,0.5771567436208991,0.9999999999999999,0.004252733900364403,1.5428011958709376
26,Sat,2021-03-06,16:15 (09:15),H,Elche,Sevilla,NA,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,2021,1,1,2.25,1.5,6.5,3.6,1.6,7,3.7,1.57,6.25,3.6,1.63,7.04,3.58,1.66,7,3.6,1.6,6,3.7,1.6,7.5,3.91,1.66,6.6,3.61,1.61,1,0.1344767287674866,0.2579476894517006,0.6075755817808128,1,0.008575465756149425,1.551376661627087
