wk,day,date,time,result,home,away,attendance,venue,referee,match_report,season,mean_points_home,mean_score_home,mean_points_away,mean_score_away,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,max_h,max_d,max_a,avg_h,avg_d,avg_a,bet,wager_h,wager_d,wager_a,wager_total,profit,cum_profit
27,Sun,2022-02-27,18:05 (11:05),A,Spezia,Roma,8107,Stadio Alberto Picco,Michael Fabbri,Match Report,2022,1,1,1.3333333333333333,2.3333333333333335,4.5,3.6,1.8,4.6,3.6,1.78,4.4,3.8,1.77,4.89,3.84,1.79,4.4,3.6,1.8,4.8,3.6,1.75,4.9,4.04,1.85,4.6,3.75,1.78,1,0.20569698637677172,0.24948396862529243,0.5448190449979359,1,0.007915233246181375,2.8857129051101182
27,Sun,2022-02-27,20:50 (13:50),A,Lazio,Napoli,25000,Stadio Olimpico,Marco Di Bello,Match Report,2022,1.6666666666666667,2,2,1.5,2.75,3.4,2.5,2.95,3.4,2.35,2.9,3.3,2.5,2.9,3.51,2.55,2.88,3.4,2.4,2.9,3.2,2.5,3.02,3.68,2.55,2.9,3.41,2.47,1,0.33278247856276555,0.2730986644727043,0.3941188569645302,1,0.005003085259551954,2.8907159903696704
27,Sun,2022-02-27,14:00 (08:00),H,West Ham,Wolves,59946,London Stadium,Anthony Taylor,Match Report,2022,1.75,1.5,2.25,1.5,2.05,3.3,3.8,2.05,3.2,3.8,2.1,3.25,3.7,2.15,3.23,4.03,2.05,3.1,4,2.05,3.13,3.8,2.2,3.35,4.28,2.11,3.24,3.89,1,0.46067343529109367,0.30253180825086756,0.2367947564580388,1,0.01348155764040615,2.9041975480100763
27,Fri,2022-03-04,21:00 (14:00),D,Alavés,Sevilla,13121,Estadio de Mendizorroza,Alberola Rojas,Match Report,2022,1.25,0.75,1.5,0.75,4.5,3.1,1.95,4.6,2.9,2,4.3,3.15,2,4.74,3.14,2.02,4.33,3.1,2,4.4,3.13,2,4.8,3.3,2.05,4.48,3.13,2.01,1,0.20850670365233467,0.3032824780397596,0.4882108183079057,1,8.321775312065682e-4,2.905029725541283
28,Sat,2022-03-05,15:00 (09:00),H,Newcastle Utd,Brighton,52214,St. James' Park,Martin Atkinson,Match Report,2022,2.3333333333333335,1.6666666666666667,1.75,1.5,2.75,3.2,2.62,2.65,3.25,2.65,2.75,3.1,2.75,2.82,3.23,2.8,2.62,3.2,2.7,2.7,3,2.7,2.88,3.36,2.82,2.77,3.19,2.74,1,0.3474128827877508,0.29778247096092925,0.35480464625131997,1,5.491024287223034e-4,2.9055788279700057
27,Sat,2022-03-05,16:15 (09:15),H,Espanyol,Getafe,18519,RCDE Stadium,Adrián Cordero,Match Report,2022,0.5,1.25,0.5,1,2.15,3,3.6,2.1,3.2,3.7,2.25,3.05,3.6,2.31,3.09,3.75,2.25,3,3.6,2.2,3,3.5,2.33,3.2,3.88,2.24,3.09,3.66,1,0.42943512126284916,0.31268244766951203,0.2578824310676388,1,5.838325424385449e-4,2.906162660512444
27,Sat,2022-03-05,21:00 (14:00),H,Real Madrid,Real Sociedad,52410,Estadio Santiago Bernabéu,Jesús Gil,Match Report,2022,2.5,2.5,1.25,0.75,1.6,4.2,5.25,1.61,4.1,5.25,1.63,4.1,5.25,1.64,4.21,5.65,1.6,4,5.5,1.57,4,5.25,1.65,4.55,5.8,1.62,4.13,5.42,1,0.6071202622649106,0.22016449071145108,0.17271524702363833,1,0.0017484327371024566,2.907911093249546
27,Sat,2022-03-05,17:00 (10:00),A,Lens,Brest,36305,Stade Bollaert-Delelis,Johan Hamel,Match Report,2022,1.75,1.25,0.3333333333333333,0.3333333333333333,1.66,3.6,5,1.71,3.7,5,1.7,3.95,4.7,1.72,3.98,5.23,1.7,3.8,4.75,1.67,3.8,5,1.87,4.18,5.3,1.71,3.89,4.84,1,0.5554942630185349,0.24851059135039721,0.19599514563106796,1,0.0387742718446602,2.946685365094207
25,Sun,2022-03-06,17:30 (10:30),A,Köln,Hoffenheim,37500,RheinEnergieSTADION,Marco Fritz,Match Report,2022,2,0.6666666666666666,1,1,2.62,3.6,2.55,2.8,3.4,2.45,2.6,3.6,2.55,2.75,3.56,2.65,2.75,3.4,2.5,2.6,3.6,2.5,2.81,3.7,2.69,2.7,3.52,2.57,1,0.3566245892887215,0.2708419178111642,0.3725334929001143,1,0.002115095901307429,2.948800460995514
28,Sun,2022-03-06,12:30 (05:30),D,Genoa,Empoli,14935,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,Match Report,2022,0.75,0.25,0.75,1,2.5,3.2,2.87,2.5,3.3,2.8,2.5,3.4,2.8,2.56,3.52,2.88,2.5,3.3,2.8,2.5,3.25,2.88,2.65,3.58,2.99,2.52,3.4,2.84,1,0.3807332107402889,0.2818276559949066,0.33743913326480446,0.9999999999999999,0.008943008461765656,2.95774346945728
28,Sun,2022-03-06,15:00 (08:00),D,Fiorentina,Hellas Verona,23491,Stadio Artemio Franchi,Gianluca Manganiello,Match Report,2022,2,2.3333333333333335,1.75,2,1.95,3.5,3.6,1.95,3.4,3.9,2,3.7,3.6,2.03,3.62,3.93,2,3.5,3.6,2,3.5,3.7,2.05,3.8,4.1,2,3.59,3.76,1,0.4903225806451612,0.2645161290322581,0.2451612903225806,0.9999999999999999,0.005161290322580614,2.9629047597798603
27,Sun,2022-03-06,13:00 (06:00),H,Saint-Étienne,Metz,35706,Stade Geoffroy-Guichard,Jeremy Stinat,Match Report,2022,1.3333333333333333,2,1.6666666666666667,0.3333333333333333,1.85,3.2,4.5,1.88,3.1,4.8,1.95,3.25,4.4,1.95,3.37,4.67,1.95,3.2,4.33,1.93,3.3,4.2,2.04,3.4,4.8,1.95,3.26,4.4,1,0.4938271604938271,0.2962962962962963,0.20987654320987656,1,0.007407407407407307,2.9703121671872674
27,Sun,2022-03-06,15:00 (08:00),D,Reims,Strasbourg,10405,Stade Auguste-Delaune II,Jérémie Pignard,Match Report,2022,1.3333333333333333,2,1.75,2,3.6,3,2.2,3.5,3,2.3,3.35,3.15,2.3,3.66,3.16,2.31,3.4,3,2.3,3.4,3.2,2.2,3.66,3.25,2.42,3.47,3.12,2.28,1,0.27483471478691135,0.30950617111387557,0.4156591140992131,1,0.005895056120095665,2.9762072233073633
27,Sun,2022-03-06,20:45 (13:45),A,Marseille,Monaco,56510,Orange Vélodrome,Antony Gautier,Match Report,2022,1.3333333333333333,2,0.6666666666666666,1,2.3,3.2,3.3,2.35,3,3.3,2.35,3.3,3.15,2.37,3.25,3.43,2.3,3.2,3.2,2.25,3.3,3.2,2.42,3.4,3.45,2.33,3.23,3.26,1,0.41438513441904823,0.2949447133217932,0.2906701522591585,0.9999999999999999,0.0028120252940968538,2.9790192486014604
29,Sun,2022-03-13,14:00 (09:00),H,West Ham,Aston Villa,59957,London Stadium,Jarred Gillett,Match Report,2022,1.75,1.25,2.25,1.5,2.25,3.3,3.3,2.3,3.25,3.1,2.3,3.35,3.2,2.41,3.3,3.28,2.3,3.2,3.2,2.25,3.3,3.1,2.45,3.45,3.55,2.33,3.31,3.24,1,0.41661705927374776,0.2958584913683136,0.2875244493579386,1,0.020711795220682117,2.999731043822142
28,Sun,2022-03-13,21:00 (15:00),H,Barcelona,Osasuna,54507,Camp Nou,Ricardo de Burgos,Match Report,2022,3,4,1.5,1.25,1.33,4.75,10,1.36,5,8.25,1.35,5.25,8.75,1.35,5.37,10.09,1.3,5,11,1.3,5,9.5,1.38,5.6,11.25,1.34,5.2,9.51,1,0.7304093770651455,0.1799937393481966,0.08959688358665785,1,0.007964940349900695,3.007695984172043
29,Mon,2022-03-14,20:45 (14:45),H,Lazio,Venezia,18000,Stadio Olimpico,Gianluca Manganiello,Match Report,2022,1.25,1.75,1,1.3333333333333333,1.33,5.5,8.5,1.34,5.25,8.5,1.33,5.5,8.5,1.36,5.4,9.62,1.33,5.25,8,1.29,5.25,10.5,1.38,5.6,10.5,1.34,5.34,8.95,1,0.7257646448937273,0.17884914463452567,0.09538621047174702,0.9999999999999999,0.0015552099533435726,3.0092511941253868
27,Wed,2022-03-16,20:15 (15:15),A,Arsenal,Liverpool,59968,Emirates Stadium,Andre Marriner,Match Report,2022,2.5,1.5,2.5,2,3.5,4,1.9,3.4,4,1.93,3.75,3.85,1.9,3.78,4.12,1.93,3.75,3.8,1.88,3.9,3.6,1.87,4,4.25,1.98,3.78,3.98,1.92,1,0.25243737813109346,0.23758812059397028,0.5099745012749363,1,0.009749512524373838,3.01900070664976
30,Fri,2022-03-18,18:45 (12:45),H,Sassuolo,Spezia,6130,Stadio Città del Tricolore,Manuel Volpi,Match Report,2022,1.25,1.75,1,1.25,1.66,4.2,4.75,1.61,4.2,5,1.7,4.1,4.6,1.7,4.23,4.99,1.62,4,5.25,1.6,4.1,5.5,1.73,4.39,5.5,1.66,4.23,4.97,1,0.5852666484061211,0.23064038764068095,0.18409296395319807,1,0.01251130174258952,3.03151200839235
30,Fri,2022-03-18,20:00 (15:00),A,Wolves,Leeds United,31842,Molineux Stadium,Kevin Friend,Match Report,2022,1.5,1.5,0.25,0.75,2.1,3.5,3.4,2.1,3.5,3.4,2.15,3.4,3.5,2.17,3.53,3.6,2.1,3.4,3.4,2.1,3.4,3.7,2.25,3.66,3.75,2.14,3.49,3.56,1,0.4515173945225759,0.2775721687638786,0.27091043671354553,1,0.015914137675795637,3.0474261460681458
27,Sat,2022-03-19,15:30 (09:30),H,Mainz 05,Arminia,25000,Opel Arena,Felix Zwayer,Match Report,2022,2.25,1.5,0.75,0.5,1.6,3.75,6,1.66,3.6,5.5,1.7,3.55,5.5,1.63,3.82,6.62,1.62,3.6,6,1.6,3.8,6,1.7,3.96,6.62,1.64,3.76,6.08,1,0.5930879704623404,0.2546084721681764,0.15230355736948317,1,0.008249549785978694,3.0556756958541245
30,Sat,2022-03-19,12:30 (07:30),A,Aston Villa,Arsenal,41956,Villa Park,Andy Madley,Match Report,2022,1.25,2.25,3,2,3,3.3,2.4,2.9,3.5,2.35,2.95,3.45,2.35,3.06,3.48,2.45,2.9,3.5,2.35,2.9,3.3,2.38,3.1,3.6,2.52,2.99,3.47,2.41,1,0.32349165596919127,0.27856225930680356,0.39794608472400517,1,0.002824133504492954,3.058499829358617
29,Sun,2022-03-20,16:15 (10:15),D,Celta Vigo,Betis,13149,Estadio de Balaídos,Ricardo de Burgos,Match Report,2022,2.5,2.25,1.75,2.5,2.2,3.5,3.2,2.25,3.3,3.2,2.25,3.4,3.2,2.22,3.54,3.45,2.3,3.2,3.25,2.2,3.3,3.13,2.38,3.55,3.5,2.23,3.41,3.3,1,0.42545541706615536,0.28523489932885904,0.2893096836049856,1,0.012583892617449521,3.0710837219760667
28,Fri,2022-04-01,20:30 (13:30),H,Union Berlin,Köln,22012,Stadion An der Alten Försterei,Florian Badstübner,Match Report,2022,1.75,1.5,1.25,1.25,2.25,3.3,3.3,2.25,3.1,3.3,2.4,3.15,3.2,2.35,3.24,3.47,2.3,3.2,3.2,2.25,3.4,3.2,2.4,3.4,3.47,2.33,3.25,3.32,1,0.4170967970020505,0.29442126847203565,0.28848193452591386,1,0.0010323128049212205,3.072116034780988
28,Sat,2022-04-02,15:30 (08:30),A,Freiburg,Bayern Munich,34700,Europa-Park Stadion,Christian Dingert,Match Report,2022,2.5,2.25,1.75,2,5.5,4.75,1.5,5.75,4.8,1.49,5.25,4.5,1.57,5.76,4.86,1.55,5.8,4.5,1.5,5.5,4.75,1.5,6.2,5.18,1.57,5.66,4.82,1.52,1,0.16270862260066504,0.19474777222473424,0.6425436051746009,1,0.008793460124123298,3.0809094949051112
31,Sat,2022-04-02,15:00 (09:00),H,Wolves,Aston Villa,31012,Molineux Stadium,Darren England,Match Report,2022,1.5,2,1.5,1.5,3,3.1,2.55,2.9,3,2.6,3,3.05,2.55,3.11,3.13,2.63,3,3,2.55,3,3,2.5,3.13,3.3,2.71,3.01,3.1,2.59,1,0.3222203406319021,0.3056211109629859,0.372158548405112,1,0.008549666177853465,3.0894591610829645
28,Sun,2022-04-03,15:30 (08:30),H,Augsburg,Wolfsburg,23143,WWK Arena,Sascha Stegemann,Match Report,2022,1.25,1.25,1,1.5,2.8,3.4,2.5,3,3.2,2.45,2.9,3.3,2.5,3.12,3.31,2.5,2.88,3.25,2.45,2.88,3.3,2.45,3.13,3.46,2.58,2.97,3.29,2.49,1,0.3207387180224202,0.2901480310434033,0.3891132509341765,1,0.003912187410175294,3.09337134849314
31,Sun,2022-04-03,18:00 (11:00),A,Sampdoria,Roma,16465,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,2022,1.5,2,2,2,4,3.8,1.85,4,3.6,1.88,4,3.65,1.9,4.37,3.74,1.89,4.2,3.5,1.88,4.33,3.4,1.87,4.4,3.88,1.95,4.18,3.65,1.89,1,0.22776807754831715,0.2582936961888133,0.5139382262628696,1,0.0021795412125955593,3.0955508897057356
30,Mon,2022-04-04,21:00 (14:00),H,Real Sociedad,Espanyol,20869,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,2022,2.5,1,0.5,1.25,1.6,4,5.75,1.57,4.1,5.75,1.6,3.95,5.75,1.58,4.32,6.16,1.6,3.8,5.8,1.57,3.8,5.75,1.66,4.33,6.3,1.61,4.04,5.83,1,0.6072147232708883,0.23278901631170312,0.15999626041740864,1,0.007976440629674508,3.1035273303354103
31,Fri,2022-04-08,21:00 (14:00),H,Lorient,Saint-Étienne,15407,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet,Match Report,2022,1,0.75,1.75,1,2.15,3.1,3.8,2.2,3.1,3.6,2.25,3.05,3.65,2.25,3.13,3.87,2.2,3.1,3.5,2.15,3.1,3.75,2.3,3.34,3.88,2.21,3.11,3.71,1,0.4383261401918472,0.3018413540243259,0.25983250578382694,1,0.008150122441248353,3.111677452776658
29,Sat,2022-04-09,15:30 (08:30),H,Bayern Munich,Augsburg,75000,Allianz Arena,Patrick Ittrich,Match Report,2022,2.5,3,0.75,1.5,1.11,10,19,1.12,10,21,1.15,9.5,15,1.13,10.04,22.66,1.11,9,19,1.1,10.5,18,1.15,11.41,23.78,1.12,9.91,19.97,1,0.8702093629118568,0.0877073415730618,0.04208329551508137,1,7.407673486352628e-4,3.112418220125294
31,Sat,2022-04-09,17:00 (10:00),A,Reims,Rennes,10243,Stade Auguste-Delaune II,Romain Lissorgue,Match Report,2022,1.5,1.75,1.75,2.25,4.5,3.5,1.8,4.33,3.5,1.85,4.6,3.55,1.8,4.74,3.78,1.82,4.5,3.5,1.8,4.75,3.4,1.8,4.75,3.79,1.91,4.54,3.6,1.83,1,0.21096115568326537,0.2643972267798181,0.5246416175369165,1,0.002065489495510553,3.1144837096208042
29,Sun,2022-04-10,19:30 (12:30),H,RB Leipzig,Hoffenheim,35112,Red Bull Arena,Bastian Dankert,Match Report,2022,2,1.5,1.5,0.75,1.5,4.75,6,1.53,4.6,5.5,1.47,4.9,6,1.51,4.95,6.16,1.47,4.6,6,1.5,4.8,5.75,1.53,5.2,6.5,1.5,4.79,5.99,1,0.6537591149107368,0.1923560472718129,0.15388483781745033,1,2.514458134272868e-4,3.1147351554342313
32,Sun,2022-04-10,18:00 (11:00),H,Roma,Salernitana,64266,Stadio Olimpico,Manuel Volpi,Match Report,2022,2,1.5,0.25,0.5,1.28,5.75,11,1.27,6,10.5,1.3,5.75,10,1.29,5.92,12.16,1.24,5.5,15,1.22,5.5,15,1.33,6.05,15,1.28,5.82,11.15,1,0.7642330510794002,0.16800495172489296,0.06776199719570682,1,0.016429957935602424,3.1311651133698337
32,Sun,2022-04-10,20:45 (13:45),D,Torino,Milan,23472,Stadio Olimpico di Torino,Daniele Doveri,Match Report,2022,0.5,1,2.5,1.5,4.2,3.5,1.9,4.1,3.4,1.93,4.2,3.5,1.9,4.33,3.58,1.95,4.2,3.4,1.88,4.4,3.3,1.9,4.4,3.72,2.05,4.19,3.51,1.94,1,0.23099291209789782,0.2732174229114921,0.4957896649906101,1,0.01636881323075068,3.147533926600585
31,Sun,2022-04-10,13:00 (06:00),H,Bordeaux,Metz,21652,Stade Matmut-Atlantique,Jérémie Pignard,Match Report,2022,1,1.25,0.5,0.25,1.9,3.5,4.2,1.93,3.4,4,1.95,3.45,4,1.99,3.51,4.25,1.95,3.4,4,1.93,3.3,4.2,2.05,3.62,4.46,1.96,3.46,4.06,1,0.493598131412569,0.2795238037004879,0.22687806488694312,1,0.0118761693957663,3.1594100959963507
32,Fri,2022-04-15,21:00 (14:00),A,Rennes,Monaco,28336,Roazhon Park,Stéphanie Frappart,Match Report,2022,3,3.5,1.75,1,2.1,3.5,3.6,2.05,3.6,3.4,2.15,3.5,3.4,2.13,3.63,3.6,2.05,3.6,3.4,2.1,3.5,3.4,2.17,3.85,3.66,2.11,3.55,3.45,1,0.46370735527861606,0.26136232752067445,0.2749303172007095,1,0.006244960954596701,3.1656550569509476
30,Sat,2022-04-16,18:30 (11:30),A,M'Gladbach,Köln,54042,Stadion im Borussia-Park,Deniz Aytekin,Match Report,2022,2,2,1,0.75,2.05,3.6,3.5,1.95,3.6,3.7,1.97,3.8,3.5,2.03,3.86,3.7,2,3.6,3.5,1.95,3.8,3.5,2.1,3.95,3.71,2,3.78,3.57,1,0.47671638392348853,0.2534441534783104,0.2698394625982011,1,0.0011044062393259502,3.1667594631902736
33,Sat,2022-04-16,16:30 (09:30),H,Fiorentina,Venezia,31627,Stadio Artemio Franchi,Rosario Abisso,Match Report,2022,2.5,1,0.75,0.75,1.36,5,8.5,1.36,5,8.75,1.37,5.25,8.25,1.37,5.24,9.67,1.33,4.8,9.5,1.3,5,10,1.4,5.4,10,1.36,5.06,8.99,1,0.7146638433033351,0.18528321863419797,0.10005293806246693,1,5.29380624669118e-4,3.1672888438149425
33,Sun,2022-04-17,14:15 (08:15),D,West Ham,Burnley,59958,London Stadium,Paul Tierney,Match Report,2022,2.5,1.5,1,1,1.7,3.8,5,1.71,3.7,5,1.7,3.8,4.9,1.73,3.99,5.11,1.73,3.7,4.8,1.67,3.7,5,1.79,4.04,5.46,1.72,3.84,5.02,1,0.5646820297260351,0.2501932755469314,0.18512469472703347,1,0.01078083320960288,3.1780696770245456
32,Sun,2022-04-17,15:00 (08:00),D,Montpellier,Reims,10170,Stade de la Mosson,Antony Gautier,Match Report,2022,0.25,0.75,1.5,0.75,2.25,3.1,3.5,2.2,2.9,3.8,2.25,3.15,3.45,2.25,3.07,3.95,2.2,3.1,3.6,2.15,3.25,3.5,2.31,3.25,3.96,2.23,3.08,3.65,1,0.43590030177713196,0.30982452218620765,0.25427517603666033,1,0.006929697105174881,3.1849993741297205
30,Tue,2022-04-19,20:00 (14:00),H,Liverpool,Manchester Utd,52686,Anfield,Martin Atkinson,Match Report,2022,3,3,1,1.5,1.4,5,7,1.39,5,7,1.45,5,6.25,1.41,5.36,7.82,1.38,5,7.5,1.4,5.25,7,1.51,5.5,8,1.41,5.21,7.44,1,0.6833889881183506,0.1876213403743108,0.12898967150733864,1,0.03191737205870937,3.2169167461884296
33,Tue,2022-04-19,19:00 (12:00),H,Mallorca,Alavés,15264,Iberostar Estadi,César Soto,Match Report,2022,0.75,0.25,0.25,0.75,1.95,3.3,4.2,1.98,3.2,4.2,2,3.1,4.5,2,3.28,4.55,2,3.1,4.2,1.95,3.25,4.4,2.18,3.3,4.55,2,3.24,4.34,1,0.4673493525896414,0.3087338147410359,0.2239168326693227,1,0.018821588645418386,3.235738334833848
25,Wed,2022-04-20,19:45 (13:45),A,Chelsea,Arsenal,32249,Stamford Bridge,Jonathan Moss,Match Report,2022,1.75,1.5,1.5,1,1.83,3.6,4.33,1.83,3.6,4.2,1.9,3.55,4.2,1.88,3.77,4.42,1.83,3.5,4.4,1.8,3.4,4.5,1.92,3.8,4.65,1.87,3.64,4.34,1,0.5213312090635511,0.26340945300053104,0.2152593379359178,1,9.559214020178342e-4,3.2366942562358663
31,Sat,2022-04-23,15:30 (08:30),A,RB Leipzig,Union Berlin,45770,Red Bull Arena,Daniel Schlager,Match Report,2022,2,1.75,0.75,1,1.55,4,6.5,1.52,4.2,6.5,1.53,4.2,6.25,1.56,4.12,6.99,1.52,4,6.5,1.53,4.2,6.5,1.59,4.5,7.1,1.54,4.17,6.62,1,0.6340040481009643,0.22401476366234074,0.14198118823669487,1,0.008066436480533401,3.244760692716399
31,Sat,2022-04-23,15:30 (08:30),A,Greuther Fürth,Leverkusen,11579,Sportpark Ronhof Thomas Sommer,Tobias Reichel,Match Report,2022,0.5,0.5,1.25,1.25,8.5,5.25,1.33,7.75,5.25,1.37,8.25,5.5,1.33,8.94,5.39,1.37,8,5,1.36,8.5,5.5,1.33,9.1,5.8,1.4,8.5,5.33,1.36,1,0.11026615969581749,0.1730038022813688,0.7167300380228138,1,0.003422053231939115,3.2481827459483386
34,Sat,2022-04-23,15:00 (08:00),A,Venezia,Atalanta,6132,Stadio Pierluigi Penzo,Francesco Fourneau,Match Report,2022,0.25,0.75,0.75,0.5,6.5,4.33,1.5,6.5,4.4,1.49,6.25,4.6,1.5,6.97,4.61,1.51,7,4.2,1.47,7.5,4.4,1.45,7.5,4.87,1.53,6.62,4.54,1.49,1,0.13437244707499038,0.20693908687113513,0.6586884660538745,1,0.007793353062428121,3.2559760990107667
34,Sat,2022-04-23,12:30 (06:30),H,Arsenal,Manchester Utd,60223,Emirates Stadium,Craig Pawson,Match Report,2022,1.5,1.25,0.75,1.25,2.05,3.5,3.5,2.05,3.6,3.4,2.1,3.5,3.4,2.13,3.64,3.58,2.05,3.5,3.5,2.1,3.6,3.5,2.18,3.75,3.7,2.11,3.58,3.5,1,0.4607185549209723,0.26783105326072526,0.27145039181830255,1,0.004366449727719601,3.2603425487384863
34,Sun,2022-04-24,16:30 (10:30),H,Liverpool,Everton,53213,Anfield,Stuart Attwell,Match Report,2022,3,3.25,0,0.75,1.18,7,15,1.19,7.25,14,1.2,7,14,1.18,7.75,18,1.2,6.5,15,1.17,7,15,1.22,7.9,19,1.19,7.35,15.64,1,0.8205862736308073,0.1267234498518462,0.05269027651734657,1,0.0011152538295848835,3.261457802568071
35,Sat,2022-04-30,12:30 (06:30),A,Newcastle Utd,Liverpool,52281,St. James' Park,Andre Marriner,Match Report,2022,3,1.5,2.5,1.75,8.5,5,1.36,7.5,4.75,1.41,7.75,4.8,1.4,8.02,4.99,1.43,8,4.6,1.4,8,4.75,1.36,8.5,5.1,1.47,7.81,4.87,1.41,1,0.1183574879227053,0.19726247987117554,0.6843800322061192,1,0.006038647342995196,3.267496449911066
35,Sat,2022-04-30,21:00 (14:00),H,Rennes,Saint-Étienne,27390,Roazhon Park,Jeremy Stinat,Match Report,2022,2.25,3.75,0.5,1.25,1.33,5.5,8,1.33,5.5,8.5,1.33,5.5,8.25,1.34,5.86,9.38,1.32,5.25,9,1.3,5.5,9.5,1.36,6,10.45,1.33,5.57,8.9,1,0.7370227571939063,0.16705849163061878,0.0959187511754749,1,0.0023509497837126414,3.269847399694779
35,Sun,2022-05-01,16:30 (10:30),A,West Ham,Arsenal,59959,London Stadium,Mike Dean,Match Report,2022,2.5,1.5,1.5,1.25,4.33,3.8,1.8,4.5,3.7,1.77,4.7,3.75,1.75,4.68,3.92,1.8,4.33,3.75,1.78,4.5,3.6,1.75,4.75,4.1,1.84,4.54,3.84,1.79,1,0.2109678682289773,0.2444139936799128,0.5446181380911099,1,0.002097374087642212,3.271944773782421
35,Sun,2022-05-01,15:00 (08:00),D,Montpellier,Metz,10446,Stade de la Mosson,Clément Turpin,Match Report,2022,0.5,0.75,0,0.5,1.72,3.6,5,1.78,3.8,4.33,1.7,3.85,4.9,1.76,4.03,4.8,1.75,3.7,4.6,1.73,3.7,4.75,1.81,4.1,5,1.75,3.84,4.62,1,0.5544886532687782,0.24478645424792408,0.2007248924832977,1,0.0036244624164887274,3.27556923619891
35,Mon,2022-05-02,20:45 (13:45),D,Atalanta,Salernitana,17011,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,2022,0.5,1.5,1.5,1,1.25,6.5,9.5,1.26,6,11.5,1.27,6.25,10,1.27,6.16,12.06,1.27,5.5,11,1.22,5.75,13,1.33,6.75,13,1.27,6.01,11.1,1,0.7696186988839433,0.15164338807639177,0.07873791303966497,1,0.023592869515644432,3.2991621057145544
36,Sat,2022-05-07,15:00 (09:00),H,Brentford,Southampton,17051,Brentford Community Stadium,Michael Salisbury,Match Report,2022,1.75,1,0.5,0.75,2.15,3.5,3.3,2.15,3.4,3.25,2.25,3.2,3.4,2.25,3.42,3.5,2.05,3.6,3.4,2.15,3.3,3.3,2.28,3.62,3.55,2.21,3.44,3.35,1,0.4401238415540471,0.27720507147602963,0.28267108696992327,1,0.0034823587432273317,3.3026444644577815
36,Sun,2022-05-08,18:00 (11:00),D,Salernitana,Cagliari,28048,Stadio Arechi,Marco Di Bello,Match Report,2022,1.75,1.5,0.75,0.75,2.37,3.4,3,2.45,3.4,2.8,2.4,3.3,3,2.48,3.4,3.08,2.38,3.25,3,2.38,3.13,3.13,2.55,3.52,3.15,2.42,3.34,3.03,1,0.39463990176712405,0.28588970156425175,0.3194703966686242,1,0.006331749506166107,3.308976213963948
36,Mon,2022-05-09,20:45 (13:45),H,Fiorentina,Roma,29580,Stadio Artemio Franchi,Marco Guida,Match Report,2022,2.25,0.75,1.25,1,2.37,3.3,3,2.4,3.3,2.9,2.4,3.35,3,2.4,3.45,3.16,2.38,3.4,2.88,2.38,3.25,3,2.55,3.68,3.16,2.39,3.41,3.02,1,0.4000165114135146,0.27718535437621256,0.32279813421027287,1,0.020042104104462055,3.32901831806841
33,Tue,2022-05-10,20:00 (14:00),A,Aston Villa,Liverpool,41919,Villa Park,Jonathan Moss,Match Report,2022,1.5,1.5,2.5,1.75,7.5,4.75,1.4,7,4.6,1.44,7,4.8,1.43,7.54,5,1.44,7.5,4.5,1.42,8,5,1.4,8,5,1.56,7.35,4.85,1.44,1,0.12939615129396154,0.20703384207033845,0.6635700066357,1,0.03516921035169207,3.3641875284201017
36,Tue,2022-05-10,19:00 (12:00),A,Valencia,Betis,28091,Estadio de Mestalla,Carlos del Cerro,Match Report,2022,1.25,1.25,1.5,0.5,3.1,3.4,2.2,3.2,3.3,2.25,3.2,3.35,2.3,3.24,3.46,2.36,3.25,3.25,2.25,3.2,3.3,2.3,3.32,3.56,2.4,3.23,3.39,2.3,1,0.3015756480487943,0.281244705483707,0.4171796464674987,1,0.0012311515219969316,3.365418679942099
30,Wed,2022-05-11,19:45 (13:45),D,Watford,Everton,20653,Vicarage Road Stadium,Mike Dean,Match Report,2022,0,1,0.75,1.25,4.2,3.6,1.83,4.1,3.6,1.85,4.2,3.7,1.85,4.43,3.73,1.88,4,3.6,1.88,4.2,3.5,1.83,4.5,3.89,1.93,4.26,3.68,1.87,1,0.2227956210661262,0.2577327235983465,0.5194716553355274,1,0.002580294797567939,3.367998974739667
34,Sat,2022-05-14,15:30 (08:30),D,Mainz 05,Eint Frankfurt,33000,Opel Arena,Martin Petersen,Match Report,2022,1.75,1.75,1,1,1.7,4.33,4.33,1.65,4.33,4.5,1.67,4.5,4.4,1.72,4.34,4.55,1.62,4.33,4.75,1.67,4.4,4.33,1.75,4.64,4.95,1.69,4.41,4.5,1,0.5778040527792103,0.21792178714733149,0.2042741600734582,1,0.011157092363617949,3.3791560671032848
37,Sat,2022-05-14,21:00 (14:00),H,Metz,Angers,17213,Stade Saint-Symphorien,Jérémie Pignard,Match Report,2022,1,1.25,0.5,1.25,1.9,3.8,3.75,1.95,3.6,3.7,1.85,3.8,4.1,1.99,3.82,3.79,2.05,3.5,3.5,1.95,3.6,3.8,2.03,3.92,4.1,1.96,3.74,3.73,1,0.4967761478211952,0.2572590765502618,0.24596477562854302,1,0.008455580077026292,3.387611647180311
